"0,2-d","1,2-d","3,2-d","4,2-d","5,2-d"
15,5,3,0,0
0,0,0,0,0
3,1,0,0,0
6,3,3,0,0
2,1,0,0,0
2,1,0,0,0
0,0,0,0,0
16,6,6,9,0
15,6,6,9,0
15,6,6,9,0
16,6,6,9,0
16,6,6,9,0
15,6,6,9,0
2,1,0,0,0
49,6,6,0,0
12,5,3,0,0
11,4,3,0,0
48,5,3,0,0
47,4,3,0,0
8,2,0,0,0
0,0,0,0,0
7,3,3,0,0
7,3,3,0,0
7,3,3,0,0
6,3,3,0,0
6,3,3,0,0
6,3,3,0,0
6,3,0,0,0
1,0,0,0,0
1,0,0,0,0
6,3,3,0,0
6,3,3,0,0
6,3,3,0,0
6,3,3,0,0
10,4,3,0,0
12,6,6,0,0
10,4,3,0,0
10,4,3,0,0
1,0,0,0,0
1,0,0,0,0
8,4,3,0,0
15,6,6,9,0
15,6,6,9,0
15,6,6,9,0
15,6,6,9,0
15,6,6,9,0
15,6,6,9,0
15,6,6,9,0
15,6,6,9,0
15,6,6,9,0
15,6,6,9,0
15,6,6,9,0
15,6,6,9,0
6,3,3,0,0
6,3,3,0,0
1,0,0,0,0
3,1,0,0,0
9,3,3,0,0
9,3,3,0,0
6,3,3,0,0
40,14,12,36,0
28,6,0,0,0
35,11,9,18,0
32,9,6,9,0
34,10,9,18,0
31,8,6,9,0
8,3,3,0,0
8,3,3,0,0
7,3,3,0,0
15,0,0,0,0
0,0,0,0,0
4,1,0,0,0
15,6,6,9,0
0,0,0,0,0
0,0,0,0,0
193,24,15,90,190
193,24,15,90,190
188,23,15,90,190
188,23,15,90,190
177,21,15,90,190
194,24,15,90,190
189,24,15,90,190
189,23,15,90,190
178,21,15,90,190
189,24,15,90,190
189,23,15,90,190
178,21,15,90,190
184,23,15,90,190
173,21,15,90,190
173,21,15,90,190
0,0,0,0,0
0,0,0,0,0
18,6,6,9,0
17,6,6,9,0
17,6,6,9,0
16,6,6,9,0
16,6,6,9,0
15,6,6,9,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
17,4,0,0,0
18,7,6,9,0
18,7,6,9,0
18,7,6,9,0
12,2,0,0,0
17,6,6,9,0
17,6,6,9,0
17,6,6,9,0
15,6,6,9,0
15,6,6,9,0
15,6,6,9,0
15,6,6,9,0
15,6,6,9,0
15,6,6,9,0
0,0,0,0,0
16,6,6,9,0
16,6,6,9,0
16,6,6,9,0
10,4,3,0,0
10,4,3,0,0
12,6,6,0,0
10,4,3,0,0
10,4,3,0,0
10,4,3,0,0
10,4,3,0,0
15,6,6,9,0
15,6,6,9,0
15,6,6,9,0
15,6,6,9,0
15,6,6,9,0
15,6,6,9,0
19,6,6,9,0
19,7,6,9,0
19,6,6,9,0
18,6,6,9,0
18,7,6,9,0
18,6,6,9,0
6,2,0,0,0
0,0,0,0,0
6,2,0,0,0
8,4,3,0,0
8,4,3,0,0
7,3,3,0,0
0,0,0,0,0
4,0,0,0,0
8,3,3,0,0
0,0,0,0,0
18,3,3,0,0
18,3,3,0,0
6,3,3,0,0
0,0,0,0,0
11,4,3,0,0
6,3,3,0,0
6,3,3,0,0
6,3,3,0,0
6,3,3,0,0
6,3,3,0,0
6,3,3,0,0
4,1,0,0,0
2,1,0,0,0
6,3,3,0,0
6,3,3,0,0
6,3,3,0,0
0,0,0,0,0
0,0,0,0,0
2,1,0,0,0
4,0,0,0,0
1,0,0,0,0
0,0,0,0,0
0,0,0,0,0
15,6,6,9,0
16,6,6,9,0
16,6,6,9,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
6,3,3,0,0
6,0,0,0,0
8,3,3,0,0
8,3,3,0,0
6,3,3,0,0
6,3,0,0,0
6,3,0,0,0
5,2,0,0,0
0,0,0,0,0
6,3,3,0,0
6,3,3,0,0
6,3,3,0,0
6,3,3,0,0
8,4,3,0,0
7,3,3,0,0
7,3,3,0,0
6,3,3,0,0
6,3,3,0,0
6,3,3,0,0
11,4,3,0,0
0,0,0,0,0
45,15,15,45,19
35,9,6,9,0
35,9,6,9,0
39,11,9,27,19
39,11,9,27,19
35,9,6,9,0
35,9,6,9,0
39,11,9,27,19
39,11,9,27,19
33,9,9,27,19
35,9,6,9,0
35,9,6,9,0
39,11,9,27,19
39,11,9,27,19
33,9,9,27,19
33,9,9,27,19
6,3,3,0,0
6,3,3,0,0
6,3,3,0,0
7,3,3,0,0
9,3,3,0,0
6,3,3,0,0
6,3,3,0,0
6,3,3,0,0
0,0,0,0,0
6,3,3,0,0
0,0,0,0,0
4,1,0,0,0
4,1,0,0,0
3,0,0,0,0
3,0,0,0,0
8,1,0,0,0
1,0,0,0,0
2,1,0,0,0
6,3,3,0,0
7,3,3,0,0
7,3,3,0,0
6,3,3,0,0
6,3,3,0,0
6,3,3,0,0
0,0,0,0,0
0,0,0,0,0
7,3,3,0,0
0,0,0,0,0
10,0,0,0,0
63,9,9,27,19
66,9,9,27,19
60,9,9,27,19
60,9,9,27,19
37,9,9,27,19
31,9,9,27,19
31,9,9,27,19
34,9,9,27,19
34,9,9,27,19
28,9,9,27,19
9,0,0,0,0
13,3,3,0,0
13,3,3,0,0
19,6,6,9,0
19,6,6,9,0
19,6,6,9,0
13,3,3,0,0
0,0,0,0,0
2,0,0,0,0
0,0,0,0,0
6,1,0,0,0
6,1,0,0,0
2,1,0,0,0
11,3,3,0,0
0,0,0,0,0
58,13,9,27,19
60,13,9,27,19
51,10,9,27,19
49,9,9,27,19
40,9,9,27,19
42,10,9,27,19
51,9,3,0,0
55,10,3,0,0
70,17,9,27,19
61,14,9,27,19
56,11,3,0,0
41,5,3,0,0
60,13,9,27,19
49,9,9,27,19
61,13,9,27,19
63,15,12,36,19
58,12,6,9,0
49,9,6,9,0
52,10,9,27,19
1,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
6,2,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
7,3,3,0,0
0,0,0,0,0
1,0,0,0,0
9,4,3,0,0
9,4,3,0,0
8,3,3,0,0
10,4,3,0,0
10,4,3,0,0
10,4,3,0,0
63,15,12,54,76
50,10,6,9,0
64,18,18,63,76
67,16,12,54,76
67,16,12,54,76
50,10,6,9,0
63,15,12,54,76
66,16,15,72,95
66,16,15,72,95
57,12,9,27,19
50,10,6,9,0
36,6,6,9,0
67,16,12,54,76
67,16,12,54,76
50,10,6,9,0
70,18,18,81,95
61,14,12,36,19
56,11,6,9,0
61,14,12,36,19
56,11,6,9,0
47,9,6,9,0
0,0,0,0,0
3,0,0,0,0
7,3,3,0,0
7,3,3,0,0
7,3,3,0,0
56,14,12,54,76
59,13,12,54,76
59,13,12,54,76
43,10,6,9,0
29,6,6,9,0
60,14,12,54,76
60,14,12,54,76
43,10,6,9,0
63,14,12,54,76
0,0,0,0,0
0,0,0,0,0
28,9,9,27,19
27,9,9,27,19
28,9,9,27,19
0,0,0,0,0
10,4,3,0,0
10,4,3,0,0
10,4,3,0,0
10,4,3,0,0
12,6,6,0,0
6,3,3,0,0
6,3,3,0,0
6,3,3,0,0
6,3,3,0,0
8,4,3,0,0
6,2,0,0,0
8,4,3,0,0
7,3,3,0,0
0,0,0,0,0
59,13,12,54,76
59,13,12,54,76
62,16,15,72,95
53,12,9,27,19
53,12,9,27,19
43,12,12,54,76
43,12,12,54,76
43,12,12,54,76
43,12,12,54,76
43,12,12,54,76
43,12,12,54,76
43,12,12,54,76
43,12,12,54,76
43,12,12,54,76
43,12,12,54,76
43,12,12,54,76
43,12,12,54,76
15,0,0,0,0
43,12,12,54,76
43,12,12,54,76
43,12,12,54,76
0,0,0,0,0
10,4,3,0,0
15,6,6,9,0
15,6,6,9,0
15,6,6,9,0
15,6,6,9,0
15,6,6,9,0
15,6,6,9,0
16,6,6,9,0
0,0,0,0,0
0,0,0,0,0
15,6,6,9,0
15,6,6,9,0
15,6,6,9,0
15,6,6,9,0
15,6,6,9,0
15,6,6,9,0
0,0,0,0,0
15,6,6,9,0
15,6,6,9,0
15,6,6,9,0
15,6,6,9,0
15,6,6,9,0
15,6,6,9,0
8,3,0,0,0
8,3,0,0,0
10,5,3,0,0
10,5,3,0,0
8,3,3,0,0
8,3,3,0,0
124,18,15,90,190
167,27,24,225,779
173,27,24,225,779
161,25,21,189,665
167,25,21,189,665
173,27,24,225,779
173,27,24,225,779
161,25,21,189,665
145,24,24,225,779
146,21,15,90,190
152,21,15,90,190
152,21,15,90,190
152,21,15,90,190
124,18,15,90,190
195,33,33,369,1444
183,31,30,333,1330
189,31,30,333,1330
161,25,21,189,665
153,23,18,135,380
195,33,33,369,1444
195,33,33,369,1444
161,25,21,189,665
183,31,30,333,1330
167,27,24,225,779
189,31,30,333,1330
195,33,30,333,1330
167,25,21,189,665
159,23,18,135,380
201,35,33,369,1444
201,35,33,369,1444
167,25,21,189,665
189,31,30,333,1330
173,27,24,225,779
183,30,30,333,1330
155,24,21,189,665
147,22,18,135,380
189,31,30,333,1330
189,31,30,333,1330
155,24,21,189,665
177,30,30,333,1330
161,25,21,189,665
161,24,21,189,665
153,22,18,135,380
195,33,30,333,1330
195,33,30,333,1330
161,24,21,189,665
183,30,30,333,1330
167,25,21,189,665
167,25,21,189,665
167,25,21,189,665
133,21,21,189,665
155,24,21,189,665
159,23,18,135,380
159,23,18,135,380
147,22,18,135,380
201,35,33,369,1444
167,25,21,189,665
189,31,30,333,1330
173,27,24,225,779
167,25,21,189,665
189,31,30,333,1330
173,27,24,225,779
155,24,21,189,665
161,25,21,189,665
0,0,0,0,0
24,7,6,9,0
24,7,6,9,0
24,7,6,9,0
13,3,3,0,0
24,7,6,9,0
24,7,6,9,0
24,7,6,9,0
0,0,0,0,0
7,3,3,0,0
0,0,0,0,0
30,9,9,27,19
28,9,9,27,19
29,10,9,27,19
29,9,9,27,19
30,9,9,27,19
28,9,9,27,19
0,0,0,0,0
3,0,0,0,0
4,0,0,0,0
1,0,0,0,0
3,1,0,0,0
3,1,0,0,0
0,0,0,0,0
6,3,3,0,0
6,3,3,0,0
6,3,3,0,0
6,3,3,0,0
1,0,0,0,0
1,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
3,0,0,0,0
27,9,3,0,0
18,3,3,0,0
19,3,3,0,0
28,10,3,0,0
25,7,0,0,0
27,9,3,0,0
18,3,3,0,0
27,9,3,0,0
27,9,3,0,0
34,10,3,0,0
26,8,0,0,0
25,4,3,0,0
0,0,0,0,0
0,0,0,0,0
12,4,3,0,0
14,5,3,0,0
15,6,6,9,0
15,6,6,9,0
15,6,6,9,0
0,0,0,0,0
0,0,0,0,0
2,1,0,0,0
2,1,0,0,0
2,1,0,0,0
2,1,0,0,0
0,0,0,0,0
7,0,0,0,0
1,0,0,0,0
21,8,6,9,0
17,5,0,0,0
21,8,6,9,0
23,10,6,9,0
19,6,6,9,0
21,8,6,9,0
17,5,0,0,0
21,8,6,9,0
16,4,0,0,0
15,6,6,9,0
15,6,6,9,0
15,6,6,9,0
15,6,6,9,0
15,6,6,9,0
15,6,6,9,0
0,0,0,0,0
7,3,3,0,0
6,0,0,0,0
0,0,0,0,0
2,1,0,0,0
3,0,0,0,0
1,0,0,0,0
1,0,0,0,0
0,0,0,0,0
28,9,9,27,19
6,3,3,0,0
9,4,3,0,0
9,4,3,0,0
8,3,3,0,0
4,0,0,0,0
7,3,3,0,0
0,0,0,0,0
29,10,9,27,19
20,4,0,0,0
29,10,9,27,19
29,10,9,27,19
28,9,9,27,19
28,9,9,27,19
28,9,9,27,19
96,18,18,135,380
86,18,18,135,380
83,18,18,135,380
86,18,18,135,380
82,18,18,135,380
86,18,18,135,380
99,18,18,135,380
96,18,18,135,380
99,18,18,135,380
95,18,18,135,380
99,18,18,135,380
86,18,18,135,380
89,18,18,135,380
85,18,18,135,380
89,18,18,135,380
86,18,18,135,380
82,18,18,135,380
86,18,18,135,380
85,18,18,135,380
89,18,18,135,380
85,18,18,135,380
0,0,0,0,0
7,3,3,0,0
6,3,3,0,0
7,3,3,0,0
0,0,0,0,0
14,1,0,0,0
10,4,0,0,0
0,0,0,0,0
6,3,3,0,0
6,3,3,0,0
6,3,3,0,0
6,3,3,0,0
6,3,3,0,0
6,3,3,0,0
16,6,6,9,0
16,6,6,9,0
16,6,6,9,0
16,6,6,9,0
16,6,6,9,0
6,0,0,0,0
16,6,6,9,0
3,1,0,0,0
54,16,15,54,76
52,14,12,54,76
49,13,12,54,76
52,14,12,54,76
55,16,15,63,76
52,14,12,54,76
55,16,15,63,76
50,13,12,54,76
53,15,15,63,76
50,13,12,54,76
6,3,3,0,0
6,3,3,0,0
6,3,3,0,0
1,0,0,0,0
1,0,0,0,0
0,0,0,0,0
1,0,0,0,0
22,5,3,0,0
25,7,6,9,0
15,3,3,0,0
0,0,0,0,0
20,4,0,0,0
8,3,3,0,0
8,3,3,0,0
7,3,3,0,0
3,0,0,0,0
0,0,0,0,0
6,3,3,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
1,0,0,0,0
1,0,0,0,0
7,3,3,0,0
5,1,0,0,0
1,0,0,0,0
6,2,0,0,0
6,3,3,0,0
6,3,3,0,0
6,3,3,0,0
6,3,3,0,0
6,3,3,0,0
6,3,3,0,0
0,0,0,0,0
20,6,6,9,0
0,0,0,0,0
0,0,0,0,0
1,0,0,0,0
1,0,0,0,0
2,1,0,0,0
10,3,3,0,0
14,6,3,0,0
12,4,0,0,0
14,6,3,0,0
14,6,3,0,0
14,6,3,0,0
10,3,3,0,0
6,2,0,0,0
0,0,0,0,0
21,5,3,0,0
21,5,3,0,0
21,5,3,0,0
7,3,3,0,0
7,3,3,0,0
3,0,0,0,0
7,3,3,0,0
1,0,0,0,0
6,3,3,0,0
6,3,3,0,0
6,3,3,0,0
0,0,0,0,0
0,0,0,0,0
1,0,0,0,0
12,2,0,0,0
0,0,0,0,0
0,0,0,0,0
6,1,0,0,0
17,6,6,9,0
19,6,6,9,0
19,6,6,9,0
42,10,9,27,19
31,9,9,27,19
38,9,9,27,19
0,0,0,0,0
0,0,0,0,0
5,0,0,0,0
1,0,0,0,0
3,0,0,0,0
7,3,3,0,0
17,3,3,0,0
17,3,3,0,0
6,3,3,0,0
9,3,0,0,0
11,5,3,0,0
11,5,3,0,0
9,3,3,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
10,2,0,0,0
10,2,0,0,0
12,3,3,0,0
2,1,0,0,0
2,1,0,0,0
0,0,0,0,0
31,10,9,27,19
31,10,9,27,19
29,9,9,27,19
29,9,9,27,19
31,10,9,27,19
29,9,9,27,19
29,9,9,27,19
29,9,9,27,19
29,9,9,27,19
27,9,9,27,19
2,1,0,0,0
2,1,0,0,0
0,0,0,0,0
17,6,6,9,0
16,5,0,0,0
6,3,3,0,0
3,0,0,0,0
22,0,0,0,0
61,15,15,90,190
61,15,15,90,190
61,15,15,90,190
61,15,15,90,190
61,15,15,90,190
61,15,15,90,190
61,15,15,90,190
61,15,15,90,190
61,15,15,90,190
61,15,15,90,190
61,15,15,90,190
61,15,15,90,190
61,15,15,90,190
61,15,15,90,190
61,15,15,90,190
0,0,0,0,0
23,7,6,9,0
23,7,6,9,0
23,7,6,9,0
16,6,6,9,0
16,6,6,9,0
16,6,6,9,0
7,3,3,0,0
2,1,0,0,0
12,5,3,0,0
11,4,3,0,0
10,3,3,0,0
15,6,6,9,0
15,6,6,9,0
15,6,6,9,0
8,2,0,0,0
0,0,0,0,0
16,6,6,9,0
15,6,6,9,0
15,6,6,9,0
16,6,6,9,0
16,6,6,9,0
15,6,6,9,0
4,0,0,0,0
8,4,3,0,0
7,3,3,0,0
8,4,3,0,0
7,2,0,0,0
7,3,3,0,0
2,1,0,0,0
17,3,3,0,0
17,3,3,0,0
4,2,0,0,0
3,1,0,0,0
0,0,0,0,0
15,6,6,9,0
0,0,0,0,0
1,0,0,0,0
6,3,3,0,0
4,1,0,0,0
1,0,0,0,0
3,1,0,0,0
6,3,3,0,0
6,3,3,0,0
0,0,0,0,0
6,3,3,0,0
8,4,3,0,0
7,3,3,0,0
7,3,3,0,0
2,1,0,0,0
2,1,0,0,0
9,3,0,0,0
4,1,0,0,0
2,1,0,0,0
2,1,0,0,0
2,1,0,0,0
6,3,3,0,0
6,3,3,0,0
6,3,3,0,0
0,0,0,0,0
0,0,0,0,0
4,0,0,0,0
7,2,0,0,0
15,6,6,9,0
15,6,6,9,0
15,6,6,9,0
15,6,6,9,0
15,6,6,9,0
15,6,6,9,0
22,6,6,9,0
22,6,6,9,0
22,6,6,9,0
22,6,6,9,0
22,6,6,9,0
22,6,6,9,0
2,1,0,0,0
2,1,0,0,0
21,9,9,9,0
3,0,0,0,0
15,6,6,9,0
15,6,6,9,0
15,6,6,9,0
1,0,0,0,0
0,0,0,0,0
18,6,6,9,0
18,6,6,9,0
18,6,6,9,0
15,6,6,9,0
15,6,6,9,0
15,6,6,9,0
8,4,3,0,0
7,3,3,0,0
7,3,3,0,0
9,3,3,0,0
8,4,3,0,0
10,4,3,0,0
6,2,0,0,0
12,3,0,0,0
12,4,3,0,0
10,3,3,0,0
10,3,3,0,0
10,3,3,0,0
12,4,3,0,0
10,3,3,0,0
8,3,3,0,0
10,4,3,0,0
10,4,3,0,0
0,0,0,0,0
0,0,0,0,0
7,3,3,0,0
0,0,0,0,0
2,1,0,0,0
2,1,0,0,0
0,0,0,0,0
18,6,6,9,0
19,7,6,9,0
16,6,6,9,0
19,7,6,9,0
9,1,0,0,0
9,1,0,0,0
1,0,0,0,0
6,3,3,0,0
6,3,3,0,0
6,3,3,0,0
6,3,3,0,0
15,6,6,9,0
15,6,6,9,0
15,6,6,9,0
0,0,0,0,0
2,1,0,0,0
5,2,0,0,0
6,3,3,0,0
6,3,3,0,0
6,3,3,0,0
9,3,3,0,0
9,3,3,0,0
6,3,3,0,0
2,1,0,0,0
2,1,0,0,0
0,0,0,0,0
28,9,9,27,19
28,9,9,27,19
28,9,9,27,19
29,10,9,27,19
28,9,9,27,19
28,9,9,27,19
29,10,9,27,19
28,9,9,27,19
29,10,9,27,19
29,10,9,27,19
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
6,3,3,0,0
6,3,3,0,0
6,3,3,0,0
6,3,3,0,0
6,3,3,0,0
6,3,3,0,0
6,3,3,0,0
6,3,3,0,0
6,3,3,0,0
0,0,0,0,0
2,1,0,0,0
2,1,0,0,0
6,0,0,0,0
15,6,6,9,0
15,6,6,9,0
15,6,6,9,0
15,6,6,9,0
15,6,6,9,0
15,6,6,9,0
60,15,15,90,190
60,15,15,90,190
60,15,15,90,190
60,15,15,90,190
60,15,15,90,190
60,15,15,90,190
60,15,15,90,190
60,15,15,90,190
60,15,15,90,190
60,15,15,90,190
60,15,15,90,190
60,15,15,90,190
60,15,15,90,190
60,15,15,90,190
60,15,15,90,190
0,0,0,0,0
6,3,3,0,0
6,3,3,0,0
6,3,3,0,0
15,6,6,9,0
16,6,6,9,0
16,6,6,9,0
0,0,0,0,0
21,6,6,9,0
21,6,6,9,0
21,6,6,9,0
21,6,6,9,0
21,6,6,9,0
21,6,6,9,0
21,6,6,9,0
21,6,6,9,0
21,6,6,9,0
51,9,9,27,19
51,9,9,27,19
51,9,9,27,19
83,15,9,27,19
51,9,9,27,19
51,9,9,27,19
83,15,9,27,19
51,9,9,27,19
83,15,9,27,19
96,18,15,90,190
96,18,15,90,190
105,21,15,90,190
95,17,15,90,190
96,18,15,90,190
84,15,15,90,190
97,19,18,99,190
106,22,15,90,190
96,18,15,90,190
97,19,18,99,190
85,16,15,90,190
88,14,6,9,0
83,15,9,27,19
106,22,15,90,190
96,18,15,90,190
97,19,18,99,190
85,16,15,90,190
88,14,6,9,0
105,21,15,90,190
106,22,15,90,190
94,19,15,90,190
96,18,15,90,190
84,15,15,90,190
85,16,15,90,190
88,14,6,9,0
0,0,0,0,0
6,3,3,0,0
5,0,0,0,0
8,3,3,0,0
8,3,3,0,0
4,0,0,0,0
8,3,3,0,0
6,3,3,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
29,8,6,9,0
36,12,12,36,19
36,12,12,36,19
33,10,9,27,19
29,8,6,9,0
29,8,6,9,0
36,12,12,36,19
33,10,9,27,19
33,10,9,27,19
0,0,0,0,0
15,6,6,9,0
6,3,3,0,0
27,9,9,27,19
27,9,9,27,19
27,9,9,27,19
27,9,9,27,19
27,9,9,27,19
27,9,9,27,19
27,9,9,27,19
27,9,9,27,19
27,9,9,27,19
27,9,9,27,19
6,2,0,0,0
0,0,0,0,0
8,4,3,0,0
6,2,0,0,0
15,6,6,9,0
15,6,6,9,0
15,6,6,9,0
15,6,6,9,0
15,6,6,9,0
15,6,6,9,0
6,3,3,0,0
6,3,3,0,0
6,3,3,0,0
113,29,27,162,399
102,21,18,135,380
103,21,18,135,380
84,15,9,27,19
102,21,18,135,380
84,15,9,27,19
102,21,18,135,380
101,21,18,135,380
102,21,18,135,380
83,15,9,27,19
101,21,18,135,380
83,15,9,27,19
101,21,18,135,380
91,18,18,135,380
90,18,18,135,380
90,18,18,135,380
91,18,18,135,380
91,18,18,135,380
54,9,9,27,19
90,18,18,135,380
1,0,0,0,0
3,0,0,0,0
4,0,0,0,0
9,2,0,0,0
13,5,3,0,0
3,0,0,0,0
7,3,3,0,0
7,3,3,0,0
7,3,3,0,0
7,3,3,0,0
7,3,3,0,0
6,3,3,0,0
3,0,0,0,0
7,3,3,0,0
12,5,3,0,0
9,3,3,0,0
12,5,3,0,0
12,5,3,0,0
12,5,3,0,0
9,3,3,0,0
11,4,3,0,0
11,4,3,0,0
12,5,3,0,0
0,0,0,0,0
6,3,3,0,0
6,3,3,0,0
6,3,3,0,0
27,9,9,27,19
27,9,9,27,19
27,9,9,27,19
27,9,9,27,19
27,9,9,27,19
27,9,9,27,19
27,9,9,27,19
27,9,9,27,19
27,9,9,27,19
27,9,9,27,19
6,3,3,0,0
6,3,3,0,0
6,3,3,0,0
6,3,3,0,0
6,3,3,0,0
7,3,3,0,0
7,3,3,0,0
8,3,0,0,0
8,3,0,0,0
6,3,3,0,0
0,0,0,0,0
2,0,0,0,0
1,0,0,0,0
6,0,0,0,0
0,0,0,0,0
9,0,0,0,0
13,3,3,0,0
20,6,6,9,0
21,6,6,9,0
20,6,6,9,0
20,6,6,9,0
19,6,6,9,0
20,6,6,9,0
3,0,0,0,0
0,0,0,0,0
0,0,0,0,0
6,3,3,0,0
27,9,9,27,19
27,9,9,27,19
59,9,9,27,19
27,9,9,27,19
59,9,9,27,19
59,9,9,27,19
27,9,9,27,19
59,9,9,27,19
59,9,9,27,19
6,3,3,0,0
6,3,3,0,0
6,3,3,0,0
27,9,9,27,19
27,9,9,27,19
27,9,9,27,19
27,9,9,27,19
27,9,9,27,19
27,9,9,27,19
0,0,0,0,0
6,3,3,0,0
0,0,0,0,0
9,3,3,0,0
2,0,0,0,0
0,0,0,0,0
0,0,0,0,0
10,5,3,0,0
27,9,9,27,19
28,9,9,27,19
27,9,9,27,19
28,9,9,27,19
27,9,9,27,19
28,9,9,27,19
27,9,9,27,19
27,9,9,27,19
27,9,9,27,19
27,9,9,27,19
8,3,0,0,0
8,3,0,0,0
8,3,0,0,0
8,3,0,0,0
18,6,6,9,0
21,9,6,9,0
18,6,6,9,0
2,1,0,0,0
6,3,3,0,0
3,0,0,0,0
8,3,3,0,0
8,3,3,0,0
7,3,3,0,0
18,6,6,9,0
18,6,6,9,0
21,8,6,9,0
15,6,6,9,0
18,6,6,9,0
18,6,6,9,0
18,6,6,9,0
21,8,6,9,0
21,8,6,9,0
18,6,3,0,0
6,3,3,0,0
6,3,3,0,0
6,3,3,0,0
0,0,0,0,0
4,2,0,0,0
4,2,0,0,0
18,6,6,9,0
3,0,0,0,0
6,3,3,0,0
6,2,0,0,0
6,3,3,0,0
11,4,3,0,0
0,0,0,0,0
6,3,3,0,0
6,3,3,0,0
6,3,3,0,0
6,3,3,0,0
0,0,0,0,0
6,3,3,0,0
7,0,0,0,0
18,6,3,0,0
11,3,3,0,0
17,4,0,0,0
21,8,3,0,0
14,3,3,0,0
18,6,3,0,0
18,6,3,0,0
8,3,3,0,0
3,1,0,0,0
0,0,0,0,0
11,4,3,0,0
11,4,3,0,0
12,5,3,0,0
28,9,9,27,19
28,9,9,27,19
28,9,9,27,19
10,3,3,0,0
0,0,0,0,0
6,2,0,0,0
6,3,3,0,0
6,3,3,0,0
6,3,3,0,0
0,0,0,0,0
1,0,0,0,0
1,0,0,0,0
12,2,0,0,0
18,6,6,9,0
6,3,3,0,0
15,6,6,9,0
15,6,6,9,0
15,6,6,9,0
15,6,6,9,0
15,6,6,9,0
15,6,6,9,0
0,0,0,0,0
3,0,0,0,0
0,0,0,0,0
104,23,18,135,380
105,23,18,135,380
86,17,9,27,19
104,23,18,135,380
86,17,9,27,19
104,23,18,135,380
77,11,0,0,0
77,11,0,0,0
94,18,18,135,380
93,18,18,135,380
93,18,18,135,380
94,18,18,135,380
94,18,18,135,380
57,9,9,27,19
93,18,18,135,380
31,6,6,9,0
31,6,6,9,0
31,6,6,9,0
15,6,6,9,0
15,6,6,9,0
15,6,6,9,0
2,1,0,0,0
2,1,0,0,0
6,3,3,0,0
6,3,3,0,0
6,3,3,0,0
6,3,3,0,0
27,7,6,9,0
27,7,6,9,0
27,7,6,9,0
23,6,6,9,0
21,6,6,9,0
27,7,6,9,0
27,7,6,9,0
27,7,6,9,0
23,6,6,9,0
6,3,3,0,0
6,3,3,0,0
6,3,3,0,0
42,12,12,54,76
42,12,12,54,76
42,12,12,54,76
42,12,12,54,76
42,12,12,54,76
42,12,12,54,76
42,12,12,54,76
42,12,12,54,76
42,12,12,54,76
42,12,12,54,76
6,3,3,0,0
6,3,3,0,0
6,3,3,0,0
6,3,3,0,0
24,6,3,0,0
17,3,3,0,0
19,3,3,0,0
18,6,6,9,0
19,6,6,9,0
18,6,6,9,0
19,6,6,9,0
18,6,6,9,0
19,6,6,9,0
0,0,0,0,0
6,3,3,0,0
6,3,3,0,0
6,3,3,0,0
6,3,3,0,0
1,0,0,0,0
0,0,0,0,0
31,0,0,0,0
2,1,0,0,0
7,3,0,0,0
7,3,0,0,0
0,0,0,0,0
8,4,3,0,0
6,2,0,0,0
8,4,3,0,0
7,3,3,0,0
6,3,3,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
18,5,3,0,0
6,3,3,0,0
8,3,3,0,0
0,0,0,0,0
18,6,6,9,0
18,6,6,9,0
17,6,6,9,0
7,0,0,0,0
9,1,0,0,0
16,6,6,9,0
0,0,0,0,0
6,3,3,0,0
17,5,3,0,0
20,7,6,9,0
15,6,6,9,0
15,6,6,9,0
15,6,6,9,0
8,4,3,0,0
15,6,6,9,0
0,0,0,0,0
7,3,3,0,0
16,4,3,0,0
0,0,0,0,0
0,0,0,0,0
6,3,3,0,0
6,3,3,0,0
6,3,3,0,0
6,3,3,0,0
15,6,6,9,0
0,0,0,0,0
6,3,3,0,0
0,0,0,0,0
3,0,0,0,0
7,3,3,0,0
7,3,3,0,0
7,3,3,0,0
2,1,0,0,0
44,10,6,9,0
44,10,6,9,0
43,10,6,9,0
6,3,3,0,0
7,3,3,0,0
8,4,3,0,0
7,3,3,0,0
16,6,6,9,0
17,7,6,9,0
16,6,6,9,0
17,7,6,9,0
16,6,6,9,0
17,7,6,9,0
8,3,3,0,0
2,1,0,0,0
2,1,0,0,0
6,3,3,0,0
13,3,3,0,0
7,3,3,0,0
12,3,3,0,0
13,3,3,0,0
3,0,0,0,0
67,7,6,9,0
109,14,6,9,0
67,7,6,9,0
20,5,3,0,0
15,3,3,0,0
15,3,3,0,0
